work_id,year,period,theme
W2789049942,2018,2016-2020,Insurance/prepayment
W2789214588,2018,2016-2020,Insurance/prepayment
W2789214588,2018,2016-2020,Financial protection/OOP
W2789286722,2018,2016-2020,Insurance/prepayment
W2789286722,2018,2016-2020,Willingness to pay
W3092340648,2018,2016-2020,Insurance/prepayment
W4302401721,2018,2016-2020,Insurance/prepayment
W2788149713,2018,2016-2020,Financial protection/OOP
W2788184458,2018,2016-2020,Financial protection/OOP
W2788657075,2018,2016-2020,Insurance/prepayment
W2791541873,2018,2016-2020,Insurance/prepayment
W2791541873,2018,2016-2020,Financial protection/OOP
W2793010825,2018,2016-2020,Insurance/prepayment
W2794150731,2018,2016-2020,Insurance/prepayment
W2794150731,2018,2016-2020,Financial protection/OOP
W2921349471,2018,2016-2020,Insurance/prepayment
W2921349471,2018,2016-2020,Financial protection/OOP
W4299511590,2018,2016-2020,Insurance/prepayment
W2789892463,2018,2016-2020,Financial protection/OOP
W2789892463,2018,2016-2020,Pooling
W2805997730,2018,2016-2020,Insurance/prepayment
W2787071398,2018,2016-2020,Revenue/public financing
W2787071398,2018,2016-2020,External financing
W2789856579,2018,2016-2020,Financial protection/OOP
W2793114352,2018,2016-2020,Financial protection/OOP
W2789475861,2018,2016-2020,Insurance/prepayment
W2790502811,2018,2016-2020,Insurance/prepayment
W2806554384,2018,2016-2020,Insurance/prepayment
W2790454730,2018,2016-2020,Financial protection/OOP
W2790351289,2018,2016-2020,Insurance/prepayment
W2794227554,2018,2016-2020,Insurance/prepayment
W2793161995,2018,2016-2020,Insurance/prepayment
W2789670387,2018,2016-2020,Insurance/prepayment
W2789670387,2018,2016-2020,Financial protection/OOP
W3090639588,2018,2016-2020,Revenue/public financing
W4300999994,2018,2016-2020,Revenue/public financing
W2791534840,2018,2016-2020,Financial protection/OOP
W2791889803,2018,2016-2020,Insurance/prepayment
W2791889803,2018,2016-2020,User fees/cost sharing
W2792376555,2018,2016-2020,Performance-based financing
W2944747604,2018,2016-2020,Insurance/prepayment
W2774494523,2018,2016-2020,Insurance/prepayment
W2797940964,2018,2016-2020,Insurance/prepayment
W2791790003,2018,2016-2020,Revenue/public financing
W2791790003,2018,2016-2020,External financing
W2794403447,2018,2016-2020,Insurance/prepayment
W2794403447,2018,2016-2020,User fees/cost sharing
W2792953063,2018,2016-2020,Financial protection/OOP
W2805505463,2018,2016-2020,Insurance/prepayment
W2805505463,2018,2016-2020,Financial protection/OOP
W2790335437,2018,2016-2020,Insurance/prepayment
W2912388020,2018,2016-2020,Insurance/prepayment
W2795021851,2018,2016-2020,Insurance/prepayment
W2795007196,2018,2016-2020,Financial protection/OOP
W2914450528,2018,2016-2020,Insurance/prepayment
W2800431377,2018,2016-2020,Insurance/prepayment
W2895514828,2018,2016-2020,Insurance/prepayment
W2980540193,2018,2016-2020,Insurance/prepayment
W4241684912,2018,2016-2020,Insurance/prepayment
W2795671690,2018,2016-2020,Insurance/prepayment
W2807632235,2018,2016-2020,Purchasing/provider payment
W2797129769,2018,2016-2020,Insurance/prepayment
W2802889637,2018,2016-2020,Insurance/prepayment
W2802889637,2018,2016-2020,Financial protection/OOP
W2802889637,2018,2016-2020,Willingness to pay
W2800902222,2018,2016-2020,Financial protection/OOP
W2804953991,2018,2016-2020,Insurance/prepayment
W2804953991,2018,2016-2020,Financial protection/OOP
W2799888224,2018,2016-2020,Revenue/public financing
W2799888224,2018,2016-2020,External financing
W2801332385,2018,2016-2020,Revenue/public financing
W2801332385,2018,2016-2020,External financing
W2799360640,2018,2016-2020,Insurance/prepayment
W2805568502,2018,2016-2020,Insurance/prepayment
W2800479309,2018,2016-2020,Performance-based financing
W2892476810,2018,2016-2020,Insurance/prepayment
W2892476810,2018,2016-2020,Financial protection/OOP
W2800929401,2018,2016-2020,Insurance/prepayment
W2923453059,2018,2016-2020,Performance-based financing
W2799852355,2018,2016-2020,Insurance/prepayment
W2800094334,2018,2016-2020,Insurance/prepayment
W2800094334,2018,2016-2020,Willingness to pay
W3039747294,2018,2016-2020,Insurance/prepayment
W2802605114,2018,2016-2020,Insurance/prepayment
W2800358593,2018,2016-2020,Insurance/prepayment
W2800358593,2018,2016-2020,Financial protection/OOP
W2801838590,2018,2016-2020,Financial protection/OOP
W2803144492,2018,2016-2020,Financial protection/OOP
W2805032000,2018,2016-2020,Insurance/prepayment
W2805032000,2018,2016-2020,Willingness to pay
W2805038985,2018,2016-2020,Performance-based financing
W2808666109,2018,2016-2020,Insurance/prepayment
W2804103463,2018,2016-2020,Insurance/prepayment
W3097329950,2018,2016-2020,Insurance/prepayment
W2805196360,2018,2016-2020,Insurance/prepayment
W2804395384,2018,2016-2020,User fees/cost sharing
W2806623687,2018,2016-2020,Insurance/prepayment
W4300513427,2018,2016-2020,User fees/cost sharing
W2807464039,2018,2016-2020,Insurance/prepayment
W2805793843,2018,2016-2020,Revenue/public financing
W2805793843,2018,2016-2020,External financing
W2810101634,2018,2016-2020,Insurance/prepayment
W2810101634,2018,2016-2020,Financial protection/OOP
W3035836137,2018,2016-2020,Insurance/prepayment
W3174167283,2018,2016-2020,Revenue/public financing
W2805559507,2018,2016-2020,Revenue/public financing
W2806266374,2018,2016-2020,Insurance/prepayment
W2806266374,2018,2016-2020,Financial protection/OOP
W2807127125,2018,2016-2020,Insurance/prepayment
W2950357024,2018,2016-2020,Performance-based financing
W2808621406,2018,2016-2020,Financial protection/OOP
W2808867063,2018,2016-2020,Insurance/prepayment
W2808867063,2018,2016-2020,Financial protection/OOP
W2895383943,2018,2016-2020,Revenue/public financing
W3047071203,2018,2016-2020,Insurance/prepayment
W3199319589,2018,2016-2020,Insurance/prepayment
W2887219841,2018,2016-2020,Insurance/prepayment
W4293091045,2018,2016-2020,Insurance/prepayment
W2924689944,2018,2016-2020,Insurance/prepayment
W2980276341,2018,2016-2020,Insurance/prepayment
W2980276341,2018,2016-2020,Financial protection/OOP
W3099285306,2018,2016-2020,Insurance/prepayment
W2810453292,2018,2016-2020,Insurance/prepayment
W2854171733,2018,2016-2020,Performance-based financing
W2902748054,2018,2016-2020,Financial protection/OOP
W2824531766,2018,2016-2020,Insurance/prepayment
W2880576664,2018,2016-2020,Insurance/prepayment
W2881231859,2018,2016-2020,Performance-based financing
W2945781673,2018,2016-2020,Insurance/prepayment
W2888858351,2018,2016-2020,Financial protection/OOP
W2883668528,2018,2016-2020,Insurance/prepayment
W2883164366,2018,2016-2020,Insurance/prepayment
W2883164366,2018,2016-2020,Financial protection/OOP
W2883164366,2018,2016-2020,Pooling
W2883164366,2018,2016-2020,User fees/cost sharing
W2883774671,2018,2016-2020,Financial protection/OOP
W2883774671,2018,2016-2020,User fees/cost sharing
W2883774671,2018,2016-2020,Willingness to pay
W2884076457,2018,2016-2020,Financial protection/OOP
W2884810548,2018,2016-2020,Insurance/prepayment
W2884768337,2018,2016-2020,Insurance/prepayment
W2886924394,2018,2016-2020,Insurance/prepayment
W2886924394,2018,2016-2020,Financial protection/OOP
W3006860220,2018,2016-2020,Insurance/prepayment
W3006860220,2018,2016-2020,Financial protection/OOP
W2887882212,2018,2016-2020,Performance-based financing
W2887882212,2018,2016-2020,User fees/cost sharing
W2895891826,2018,2016-2020,Financial protection/OOP
W2898810823,2018,2016-2020,Insurance/prepayment
W2885260301,2018,2016-2020,Insurance/prepayment
W2886520620,2018,2016-2020,Insurance/prepayment
W2887362152,2018,2016-2020,Purchasing/provider payment
W2888753739,2018,2016-2020,Insurance/prepayment
W2887002839,2018,2016-2020,Financial protection/OOP
W2887085973,2018,2016-2020,Insurance/prepayment
W2887085973,2018,2016-2020,Financial protection/OOP
W2897666396,2018,2016-2020,Insurance/prepayment
W2897666396,2018,2016-2020,Revenue/public financing
W2894234659,2018,2016-2020,User fees/cost sharing
W2887127084,2018,2016-2020,Insurance/prepayment
W2885941536,2018,2016-2020,Financial protection/OOP
W2887910788,2018,2016-2020,Insurance/prepayment
W2890159142,2018,2016-2020,Insurance/prepayment
W2888307323,2018,2016-2020,Insurance/prepayment
W2896109193,2018,2016-2020,Insurance/prepayment
W2291946786,2018,2016-2020,Insurance/prepayment
W2889493743,2018,2016-2020,Insurance/prepayment
W2889493743,2018,2016-2020,Purchasing/provider payment
W2899507951,2018,2016-2020,Performance-based financing
W2888794060,2018,2016-2020,Insurance/prepayment
W2889784316,2018,2016-2020,Insurance/prepayment
W2890593531,2018,2016-2020,Insurance/prepayment
W2892810162,2018,2016-2020,Purchasing/provider payment
W2892810162,2018,2016-2020,Performance-based financing
W2899657329,2018,2016-2020,Insurance/prepayment
W2899671887,2018,2016-2020,Financial protection/OOP
W2890933083,2018,2016-2020,Insurance/prepayment
W2890915995,2018,2016-2020,Financial protection/OOP
W2890915995,2018,2016-2020,User fees/cost sharing
W2889988734,2018,2016-2020,Insurance/prepayment
W2889988734,2018,2016-2020,Willingness to pay
W2889713071,2018,2016-2020,Financial protection/OOP
W2890814362,2018,2016-2020,Insurance/prepayment
W2890596045,2018,2016-2020,Insurance/prepayment
W2890596045,2018,2016-2020,User fees/cost sharing
W2890596045,2018,2016-2020,Willingness to pay
W2892027101,2018,2016-2020,Financial protection/OOP
W2892784771,2018,2016-2020,Financial protection/OOP
W2894005935,2018,2016-2020,Financial protection/OOP
W2894005935,2018,2016-2020,Performance-based financing
W2894057266,2018,2016-2020,Insurance/prepayment
W2894057266,2018,2016-2020,Purchasing/provider payment
W2894304375,2018,2016-2020,Performance-based financing
W2892661195,2018,2016-2020,Revenue/public financing
W2892661195,2018,2016-2020,External financing
W2892791935,2018,2016-2020,Performance-based financing
W2893263569,2018,2016-2020,Insurance/prepayment
W2898471392,2018,2016-2020,Insurance/prepayment
W2898471392,2018,2016-2020,Purchasing/provider payment
W3209217438,2018,2016-2020,Insurance/prepayment
W3209217438,2018,2016-2020,Financial protection/OOP
W2894921137,2018,2016-2020,Performance-based financing
W2898728955,2018,2016-2020,Performance-based financing
W3014150949,2018,2016-2020,Insurance/prepayment
W3186917788,2018,2016-2020,Insurance/prepayment
W2897443860,2018,2016-2020,Insurance/prepayment
W2897357636,2018,2016-2020,Insurance/prepayment
W2897357636,2018,2016-2020,User fees/cost sharing
W2897399395,2018,2016-2020,Insurance/prepayment
W2897399395,2018,2016-2020,Financial protection/OOP
W2896242456,2018,2016-2020,Performance-based financing
W2897419131,2018,2016-2020,Performance-based financing
W2896519275,2018,2016-2020,Performance-based financing
W2913331068,2018,2016-2020,Insurance/prepayment
W2913331068,2018,2016-2020,User fees/cost sharing
W2896467115,2018,2016-2020,Financial protection/OOP
W2898584746,2018,2016-2020,User fees/cost sharing
W2899460807,2018,2016-2020,Insurance/prepayment
W2899460807,2018,2016-2020,Financial protection/OOP
W2899502259,2018,2016-2020,Performance-based financing
W2899338083,2018,2016-2020,Insurance/prepayment
W4237062537,2018,2016-2020,Insurance/prepayment
W4388054232,2018,2016-2020,Insurance/prepayment
W2899731980,2018,2016-2020,Insurance/prepayment
W2900704998,2018,2016-2020,Financial protection/OOP
W2901960877,2018,2016-2020,Insurance/prepayment
W2901960877,2018,2016-2020,Financial protection/OOP
W2955629894,2018,2016-2020,Insurance/prepayment
W2149931223,2018,2016-2020,Insurance/prepayment
W2898618836,2018,2016-2020,Financial protection/OOP
W2899928645,2018,2016-2020,Insurance/prepayment
W3195254547,2018,2016-2020,Insurance/prepayment
W4231578425,2018,2016-2020,Insurance/prepayment
W2900704794,2018,2016-2020,Insurance/prepayment
W2900704794,2018,2016-2020,Financial protection/OOP
W2901486299,2018,2016-2020,Purchasing/provider payment
W2919034600,2018,2016-2020,Insurance/prepayment
W2901409012,2018,2016-2020,Insurance/prepayment
W2901979797,2018,2016-2020,Insurance/prepayment
W2901621121,2018,2016-2020,Insurance/prepayment
W2901621121,2018,2016-2020,Willingness to pay
W2906048031,2018,2016-2020,Financial protection/OOP
W3129631305,2018,2016-2020,Insurance/prepayment
W2901087938,2018,2016-2020,Insurance/prepayment
W4237806782,2018,2016-2020,Insurance/prepayment
W2897167542,2018,2016-2020,Insurance/prepayment
W2897167542,2018,2016-2020,Willingness to pay
W2902993977,2018,2016-2020,Revenue/public financing
W2904188226,2018,2016-2020,Insurance/prepayment
W2904188226,2018,2016-2020,Willingness to pay
W2902380013,2018,2016-2020,Insurance/prepayment
W2902824949,2018,2016-2020,Insurance/prepayment
W2902824949,2018,2016-2020,Financial protection/OOP
W2903592431,2018,2016-2020,Insurance/prepayment
W2903864734,2018,2016-2020,Performance-based financing
W2904755727,2018,2016-2020,Purchasing/provider payment
W2904755727,2018,2016-2020,Performance-based financing
W2905051509,2018,2016-2020,Performance-based financing
W2952200272,2018,2016-2020,Revenue/public financing
W2955869782,2018,2016-2020,Insurance/prepayment
W2987787294,2018,2016-2020,Revenue/public financing
W2904951663,2018,2016-2020,Insurance/prepayment
W2905451700,2018,2016-2020,Performance-based financing
W2903775227,2018,2016-2020,Financial protection/OOP
W2903775227,2018,2016-2020,Revenue/public financing
W2903775227,2018,2016-2020,Pooling
W2748821948,2018,2016-2020,Insurance/prepayment
W2905117079,2018,2016-2020,Insurance/prepayment
W2920142725,2018,2016-2020,Insurance/prepayment
W2904977235,2018,2016-2020,Revenue/public financing
W2903706327,2018,2016-2020,Performance-based financing
W2904382862,2018,2016-2020,Financial protection/OOP
W2919948752,2018,2016-2020,Insurance/prepayment
W2919948752,2018,2016-2020,Financial protection/OOP
W2904723606,2018,2016-2020,Insurance/prepayment
W2904723606,2018,2016-2020,Financial protection/OOP
W2981583006,2018,2016-2020,Financial protection/OOP
W2906433205,2018,2016-2020,Insurance/prepayment
W2909665062,2018,2016-2020,Insurance/prepayment
W2906393063,2018,2016-2020,User fees/cost sharing
W2906668932,2018,2016-2020,Insurance/prepayment
W2906668932,2018,2016-2020,Financial protection/OOP
W2906668932,2018,2016-2020,Revenue/public financing
W2906096230,2018,2016-2020,Insurance/prepayment
W2908358383,2018,2016-2020,Insurance/prepayment
W2908397911,2018,2016-2020,Insurance/prepayment
W2914214731,2018,2016-2020,Insurance/prepayment
W2924072296,2018,2016-2020,Insurance/prepayment
W4404282069,2018,2016-2020,Financial protection/OOP
W4404282069,2018,2016-2020,Revenue/public financing
W2912538887,2019,2016-2020,Revenue/public financing
W2920731002,2019,2016-2020,Insurance/prepayment
W2920731002,2019,2016-2020,User fees/cost sharing
W2922166805,2019,2016-2020,Insurance/prepayment
W2927582167,2019,2016-2020,Insurance/prepayment
W2934451186,2019,2016-2020,Insurance/prepayment
W2938654300,2019,2016-2020,Financial protection/OOP
W2938654300,2019,2016-2020,User fees/cost sharing
W2942923419,2019,2016-2020,Insurance/prepayment
W2943576584,2019,2016-2020,Insurance/prepayment
W2945325802,2019,2016-2020,Insurance/prepayment
W2946972483,2019,2016-2020,Insurance/prepayment
W2948250687,2019,2016-2020,Insurance/prepayment
W2948250687,2019,2016-2020,Willingness to pay
W2954521312,2019,2016-2020,Insurance/prepayment
W2956144548,2019,2016-2020,Insurance/prepayment
W2962280836,2019,2016-2020,Insurance/prepayment
W2962280836,2019,2016-2020,Financial protection/OOP
W2965504247,2019,2016-2020,Insurance/prepayment
W2966118735,2019,2016-2020,Insurance/prepayment
W2967108541,2019,2016-2020,Insurance/prepayment
W2970122091,2019,2016-2020,Insurance/prepayment
W2970589648,2019,2016-2020,Insurance/prepayment
W2975076262,2019,2016-2020,Revenue/public financing
W2987217153,2019,2016-2020,Insurance/prepayment
W2988421790,2019,2016-2020,Insurance/prepayment
W2988421790,2019,2016-2020,Financial protection/OOP
W2989519200,2019,2016-2020,Financial protection/OOP
W2991343601,2019,2016-2020,Insurance/prepayment
W2991377369,2019,2016-2020,Insurance/prepayment
W2991377369,2019,2016-2020,Financial protection/OOP
W2991377369,2019,2016-2020,Purchasing/provider payment
W2991377369,2019,2016-2020,User fees/cost sharing
W2994617749,2019,2016-2020,Insurance/prepayment
W2994617749,2019,2016-2020,Financial protection/OOP
W2995769858,2019,2016-2020,Insurance/prepayment
W2996901367,2019,2016-2020,Revenue/public financing
W2997963020,2019,2016-2020,Insurance/prepayment
W3005473823,2019,2016-2020,Insurance/prepayment
W3005473823,2019,2016-2020,Financial protection/OOP
W3006600355,2019,2016-2020,Insurance/prepayment
W3006600355,2019,2016-2020,User fees/cost sharing
W3007962412,2019,2016-2020,Financial protection/OOP
W3007962412,2019,2016-2020,Revenue/public financing
W3012049248,2019,2016-2020,Insurance/prepayment
